1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,压力
0.541666667,0.295886076,0.623945148,0.572257384,0.308544304,0.617088608,0.474683544,0.203586498,0.589662447,0.652953586,0.705696203,0.684599156,0.685654008,0.798523207,0.759493671,0.519514768,0.797995781,0.130801688,0.151898734,0.596518987,0.522679325,0.891877637,0.731540084,0.767405063,0.683016878,0.690928270,0.805907173,0.735759494,0.723101266,0.658227848,0.357594937,0.353902954,0.725210970,0.610759494,0.470464135,0.652426160,0.715717300,0.625000000,0.785337553,0.855485232,0.370253165,0.324367089,0.647151899,0.689345992,0.592299578,0.784810127,0.854430380,0.824367089,0.950949367,0.741561181,0.662447257,0.304852321,0.494725738,0.596518987,0.684071730,0.662974684,0.802215190,0.905063291,0.671940928,0.614451477,0.276898734,0.456223629,0.705168776,0.816455696,0.968354430,0.862869198,0.972573840,0.964662447,0.384493671,0.910337553,0.630801688,0.920358650,0.540611814,0.692510549,0.552215190,0.779008439,0.591244726,0.786392405,0.585970464,0.833333333,6
0.416666667,0.823839662,0.660864979,0.654535865,0.289556962,0.540084388,0.398734177,0.368143460,0.468354430,0.808544304,0.303270042,0.674050633,0.595991561,0.516877637,0.611814346,0.490506329,0.260021097,0.273206751,0.303797468,0.333333333,0.446202532,0.852320675,0.644514768,0.642405063,0.930379747,0.455696203,0.405590717,0.394514768,0.444620253,0.858649789,0.460970464,0.814345992,0.633966245,0.559599156,0.338080169,0.420358650,0.428006329,0.302742616,0.293512658,0.368670886,0.749472574,0.337025316,0.376582278,0.470464135,0.876054852,0.185654008,0.399261603,0.498417722,0.458333333,0.381329114,0.499472574,0.222046414,0.272151899,0.597573840,0.044831224,0.367088608,0.662447257,0.650843882,0.449894515,0.331223629,0.368670886,0.318565401,0.361286920,0.385021097,0.896097046,0.394514768,0.733122363,0.297995781,0.401371308,0.255274262,0.230485232,0.301687764,0.662447257,0.467827004,0.785864979,0.378691983,0.521097046,0.538502110,0.392932489,0.791666667,16
0.291666667,0.494725738,0.342299578,0.261075949,0.413502110,0.336497890,0.279535865,0.328059072,0.345464135,0.263713080,0.530590717,0.449367089,0.429852321,0.683016878,0.344936709,0.439345992,0.829641350,0.408227848,0.707278481,0.664556962,0.406645570,0.585970464,0.705696203,0.299578059,0.705168776,0.663502110,0.354957806,0.565928270,0.544303797,0.277426160,0.660864979,0.500527426,0.340717300,0.696729958,0.373417722,0.387658228,0.679324895,0.401898734,0.523206751,0.686708861,0.284282700,0.480485232,0.524789030,0.148734177,0.392932489,0.404008439,0.215717300,0.448839662,0.475210970,0.334388186,0.621308017,0.558544304,0.409810127,0.275316456,0.398734177,0.102320675,0.046413502,0.350738397,0.621835443,0.297468354,0.626582278,0.518459916,0.339135021,0.584388186,0.517932489,0.376582278,0.643459916,0.385548523,0.379219409,0.729430380,0.327004219,0.620253165,0.697257384,0.353375527,0.532700422,0.698839662,0.381329114,0.646097046,0.552742616,0.916666667,20
0.333333333,0.467827004,0.510548523,0.268459916,0.419831224,0.475210970,0.323312236,0.441455696,0.472573840,0.321202532,0.443565401,0.478902954,0.282172996,0.348101266,0.610759494,0.357594937,0.304324895,0.452004219,0.319092827,0.867088608,0.279535865,0.435654008,0.615506329,0.252637131,0.373417722,0.501054852,0.363396624,0.435126582,0.561181435,0.414556962,0.440400844,0.497890295,0.334388186,0.300632911,0.529008439,0.392932489,0.351793249,0.587025316,0.447784810,0.350738397,0.619725738,0.341244726,0.310654008,0.449894515,0.440400844,0.304324895,0.511075949,0.469409283,0.335970464,0.465189873,0.423523207,0.291666667,0.309599156,0.464135021,0.279008439,0.355485232,0.462025316,0.375000000,0.351793249,0.409282700,0.283227848,0.297468354,0.371835443,0.276898734,0.758438819,0.919831224,0.689345992,0.519514768,0.350210970,0.386075949,0.452531646,0.766877637,0.774525316,0.294831224,0.516877637,0.315928270,0.294303797,0.537974684,0.483649789,0.375000000,18
0.666666667,0.474683544,0.467299578,0.419831224,0.828586498,0.646624473,0.465717300,0.694092827,0.269514768,0.529008439,0.385548523,0.440928270,0.504219409,0.335970464,0.464135021,0.879746835,0.468881857,0.536919831,0.327004219,0.405590717,0.347046414,0.492616034,0.459915612,0.499472574,0.362869198,0.009493671,0.273734177,0.384493671,0.787974684,0.461497890,0.380801688,0.765295359,0.289029536,0.465189873,0.478375527,0.359704641,0.323312236,0.813291139,0.628691983,0.568565401,0.270042194,0.480485232,0.237869198,0.516350211,0.314873418,0.486286920,0.417721519,0.322784810,0.367088608,0.255801688,0.488396624,0.309599156,0.448839662,0.375000000,0.568037975,0.366561181,0.399261603,0.351793249,0.861286920,0.517932489,0.428797468,0.236814346,0.498945148,0.252637131,0.531118143,0.325949367,0.520569620,0.297995781,0.448312236,0.440928270,0.299578059,0.438818565,0.768459916,0.252109705,0.392405063,0.386075949,0.211497890,0.415611814,0.361286920,0.500000000,14
0.750000000,0.486286920,0.347046414,0.489451477,0.757911392,0.526898734,0.552742616,0.703586498,0.624472574,0.579113924,0.803797468,0.567510549,0.627637131,0.612869198,0.470991561,0.502637131,0.565928270,0.550105485,0.543248945,0.549578059,0.426687764,0.859704641,0.425105485,0.452004219,0.334915612,0.393459916,0.309599156,0.435126582,0.460970464,0.560654008,0.742088608,0.335443038,0.429852321,0.660864979,0.379746835,0.307489451,0.354957806,0.333333333,0.450949367,0.722046414,0.372362869,0.611814346,0.426160338,0.523206751,0.279535865,0.333860759,0.577531646,0.802215190,0.309599156,0.597573840,0.338080169,0.445675105,0.375000000,0.446729958,0.391350211,0.418776371,0.520042194,0.350210970,0.370253165,0.213080169,0.061181435,0.273206751,0.223101266,0.428797468,0.344409283,0.529008439,0.342299578,0.417194093,0.391877637,0.830696203,0.311708861,0.348101266,0.376582278,0.396624473,0.492616034,0.312236287,0.567510549,0.406118143,0.421940928,0.375000000,26
0.291666667,0.638713080,0.419831224,0.620780591,0.420886076,0.492088608,0.421940928,0.392932489,0.545886076,0.379746835,0.606012658,0.380801688,0.491561181,0.393459916,0.383966245,0.455696203,0.399789030,0.608122363,0.239978903,0.571729958,0.340189873,0.526898734,0.375000000,0.469936709,0.504219409,0.348628692,0.518459916,0.352320675,0.523734177,0.344936709,0.395569620,0.491033755,0.446729958,0.511603376,0.396624473,0.558544304,0.316983122,0.541666667,0.393987342,0.493670886,0.424050633,0.373417722,0.500000000,0.329641350,0.481540084,0.247890295,0.398206751,0.385548523,0.507383966,0.499472574,0.379219409,0.517932489,0.278481013,0.481540084,0.297468354,0.529008439,0.344936709,0.471518987,0.553797468,0.371835443,0.448312236,0.349156118,0.507911392,0.335970464,0.580696203,0.443565401,0.592299578,0.410337553,0.339135021,0.357594937,0.342827004,0.644514768,0.343881857,0.619725738,0.372362869,0.462552743,0.497890295,0.433016878,0.625000000,0.625000000,16
0.541666667,0.707805907,0.458860759,0.504219409,0.522679325,0.508438819,0.385021097,0.448839662,0.622890295,0.475738397,0.550105485,0.556434599,0.621835443,0.595464135,0.464135021,0.641350211,0.544831224,0.641350211,0.546413502,0.582278481,0.524789030,0.473628692,0.612869198,0.438818565,0.779008439,0.485759494,0.588607595,0.569620253,0.575949367,0.695675105,0.559071730,0.654008439,0.431434599,0.671413502,0.588607595,0.719936709,0.787447257,0.745780591,0.936708861,0.453586498,0.848628692,0.553270042,0.813291139,0.721518987,0.762658228,0.293248945,0.509493671,0.464662447,0.923523207,0.525316456,0.597573840,0.693565401,0.656645570,0.145569620,0.626582278,0.349156118,0.917721519,0.500000000,0.485759494,0.516877637,0.533755274,0.650316456,0.496308017,0.336497890,0.566455696,0.340717300,0.319620253,0.549578059,0.662447257,0.477320675,0.691983122,0.462025316,0.638185654,0.526898734,0.737341772,0.561708861,0.314873418,0.373945148,0.603902954,0.500000000,26
0.541666667,0.364978903,0.775316456,0.446202532,0.655063291,0.454113924,0.514240506,0.499472574,0.539556962,0.564873418,0.444620253,0.668776371,0.390295359,0.661392405,0.750000000,0.433544304,0.462025316,0.767405063,0.931302743,0.565796414,0.391350211,0.611814346,0.434599156,0.523206751,0.490506329,0.565400844,0.630274262,0.364451477,0.677742616,0.408755274,0.820147679,0.313818565,0.781118143,0.411919831,0.734704641,0.524261603,0.765822785,0.531645570,0.597046414,0.464662447,0.464662447,0.572257384,0.709388186,0.546413502,0.369198312,0.722046414,0.335970464,0.900843882,0.313818565,0.807489451,0.304324895,0.668248945,0.407700422,0.643987342,0.566455696,0.652953586,0.707805907,0.511603376,0.697257384,0.366033755,0.698312236,0.223628692,0.818037975,0.998417722,0.985759494,0.660601266,0.311708861,0.841772152,0.886075949,0.456751055,0.453586498,0.504219409,0.189873418,0.234177215,0.648734177,0.366561181,0.782172996,0.407172996,0.177215190,0.333333333,12
0.583333333,0.575421941,0.494198312,0.464135021,0.468354430,0.418776371,0.428270042,0.527426160,0.561708861,0.423523207,0.487341772,0.420358650,0.400316456,0.367088608,0.500000000,0.570675105,0.416666667,0.407172996,0.462025316,0.456751055,0.674050633,0.420886076,0.595464135,0.657172996,0.675105485,0.696729958,0.479430380,0.702531646,0.440928270,0.498945148,0.590717300,0.371308017,0.448839662,0.388713080,0.427742616,0.426160338,0.430379747,0.822784810,0.524261603,0.731012658,0.706223629,0.515295359,0.863396624,0.457278481,0.683016878,0.560126582,0.474683544,0.875527426,0.362869198,0.764767932,0.581223629,0.493670886,0.666139241,0.432489451,0.592827004,0.541139241,0.512658228,0.614978903,0.379219409,0.640822785,0.505801688,0.514240506,0.696729958,0.390822785,0.747362869,0.599683544,0.525843882,0.472046414,0.313818565,0.678797468,0.489451477,0.486286920,0.515295359,0.445675105,0.493670886,0.405063291,0.446202532,0.555907173,0.396624473,0.583333333,6
0.958333333,0.455696203,0.220991561,0.193037975,0.378164557,0.256856540,0.584388186,0.484177215,0.312763713,0.480485232,0.634493671,0.567510549,0.210970464,0.532172996,0.286392405,0.308016878,0.494198312,0.590189873,0.441455696,0.338080169,0.575421941,0.343354430,0.279535865,0.375527426,0.602320675,0.318037975,0.643459916,0.893459916,0.629483122,0.323312236,0.241033755,0.481012658,0.936181435,0.498417722,0.361286920,0.383966245,0.524789030,0.354957806,0.484704641,0.426160338,0.381329114,0.458333333,0.648206751,0.714662447,0.727848101,0.554852321,0.541139241,0.552215190,0.705168776,0.568565401,0.520042194,0.343354430,0.562236287,0.899789030,0.566455696,0.677215190,0.641350211,0.703059072,0.798523207,0.630537975,0.550105485,0.446729958,0.648734177,0.641877637,0.514240506,0.848101266,0.992879747,0.643064346,0.195675105,0.060126582,0.415084388,0.681434599,0.552215190,0.762130802,0.448312236,0.629219409,0.686181435,0.284282700,0.526371308,0.291666667,14
0.375000000,0.847573840,0.383966245,0.751054852,0.418248945,0.853375527,0.590717300,0.593881857,0.731012658,0.648206751,0.600738397,0.681434599,0.654535865,0.622890295,0.412974684,0.370780591,0.480221519,0.751054852,0.582805907,0.342035865,0.876318565,0.980485232,1.000000000,0.990143724,0.854364451,0.397679325,0.171413502,0.587552743,0.701476793,0.496308017,0.575949367,0.964135021,0.896624473,0.609704641,0.169303797,0.492088608,0.762130802,0.536919831,0.422995781,0.782172996,0.467827004,0.827004219,0.744725738,0.656645570,0.359704641,0.259493671,0.486286920,0.600738397,0.636075949,0.234704641,0.349156118,0.462025316,0.216772152,0.409810127,0.480485232,0.131329114,0.529008439,0.218881857,0.049578059,0.782172996,0.703586498,0.557489451,0.268459916,0.212025316,0.548259494,0.395042194,0.462552743,0.726265823,0.569620253,0.479430380,0.730485232,0.586497890,0.629219409,0.820675105,0.646624473,0.284282700,0.844409283,0.434071730,0.137658228,0.458333333,26
